county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Sonoma,4/15/2020,-48,-17,-39,-47,-47,20
Sonoma,4/16/2020,-58,-15,-39,-49,-46,21
Sonoma,4/17/2020,-61,-18,-50,-49,-46,22
Sonoma,4/18/2020,-63,-17,-54,-44,-35,15
Sonoma,4/19/2020,-64,-21,-53,-44,-35,14
Sonoma,4/20/2020,-58,-20,-41,-49,-45,19
Sonoma,4/21/2020,-57,-17,-35,-47,-45,20
Sonoma,4/22/2020,-56,-17,-36,-48,-46,20
Sonoma,4/23/2020,-57,-15,-37,-43,-46,20
Sonoma,4/24/2020,-58,-14,-41,-43,-44,21
Sonoma,4/25/2020,-59,-13,-48,-40,-33,14
Sonoma,4/26/2020,-59,-15,-47,-37,-35,12
Sonoma,4/27/2020,-55,-16,-34,-44,-43,18
Sonoma,4/28/2020,-55,-13,-31,-41,-44,11
Sonoma,4/29/2020,-53,-15,-31,-45,-44,19
Sonoma,4/30/2020,-51,-13,-30,-44,-44,19
Sonoma,5/1/2020,-52,-8,-31,-42,-42,19
Sonoma,5/2/2020,-55,-11,-43,-40,-32,14
Sonoma,5/3/2020,-54,-10,-29,-32,-28,11
Sonoma,5/4/2020,-49,-12,-22,-41,-40,16
Sonoma,5/5/2020,-48,-5,-16,-37,-40,17
Sonoma,5/6/2020,-49,-11,-21,-40,-41,18
Sonoma,5/7/2020,-48,-7,-21,-38,-42,17
Sonoma,5/8/2020,-49,-5,-28,-38,-39,18
Sonoma,5/9/2020,-48,6,-30,-31,-27,11
Sonoma,5/10/2020,-50,2,-26,-30,-24,9
Sonoma,5/11/2020,-52,-18,-49,-49,-40,19
Sonoma,5/12/2020,-50,-11,-29,-43,-40,18
Sonoma,5/13/2020,-49,-15,-41,-46,-41,19
Sonoma,5/14/2020,-48,-12,-27,-39,-41,18
Sonoma,5/15/2020,-47,-9,-9,-37,-39,17
Sonoma,5/16/2020,-48,-9,-18,-33,-25,11
Sonoma,5/17/2020,-49,-12,-24,-39,-24,11
Sonoma,5/18/2020,-44,-12,-21,-45,-38,17
Sonoma,5/19/2020,-43,-10,-1,-40,-37,16
Sonoma,5/20/2020,-42,-10,-2,-37,-37,16
Sonoma,5/21/2020,-41,-5,4,-36,-38,15
Sonoma,5/22/2020,-42,-4,1,-32,-37,15
Sonoma,5/23/2020,-43,-3,6,-30,-22,9
Sonoma,5/24/2020,-42,-2,29,-23,-22,7
Sonoma,5/25/2020,-45,-7,36,-47,-68,21
Sonoma,5/26/2020,-40,-7,3,-41,-35,15
Sonoma,5/27/2020,-40,-7,1,-39,-35,15
Sonoma,5/28/2020,-39,-4,4,-33,-34,14
Sonoma,5/29/2020,-42,-8,-5,-32,-33,15
Stanislaus,2/15/2020,2,-3,31,15,-2,-1
Stanislaus,2/16/2020,8,0,42,13,-3,-2
Stanislaus,2/17/2020,9,-1,53,0,-40,8
Stanislaus,2/18/2020,2,-1,21,5,0,0
Stanislaus,2/19/2020,3,-1,25,3,0,0
Stanislaus,2/20/2020,4,0,23,5,0,0
Stanislaus,2/21/2020,1,-2,25,4,2,0
Stanislaus,2/22/2020,3,-1,52,6,2,-1
Stanislaus,2/23/2020,10,0,61,12,2,-1
Stanislaus,2/24/2020,3,0,34,1,4,0
Stanislaus,2/25/2020,6,0,31,6,3,-1
Stanislaus,2/26/2020,9,2,28,9,2,-1
Stanislaus,2/27/2020,8,3,25,6,2,-1
Stanislaus,2/28/2020,7,6,36,11,3,-2
Stanislaus,2/29/2020,8,5,44,11,3,-2
Stanislaus,3/1/2020,13,4,15,11,2,-1
Stanislaus,3/2/2020,10,8,31,5,4,-1
Stanislaus,3/3/2020,13,10,26,2,2,-2
Stanislaus,3/4/2020,9,7,34,5,2,-1
Stanislaus,3/5/2020,10,8,28,7,2,-1
Stanislaus,3/6/2020,6,6,34,6,3,-1
Stanislaus,3/7/2020,4,3,4,4,2,0
Stanislaus,3/8/2020,7,5,25,10,1,-1
Stanislaus,3/9/2020,6,7,40,5,3,-1
Stanislaus,3/10/2020,6,7,21,5,2,0
Stanislaus,3/11/2020,8,9,35,1,1,-1
Stanislaus,3/12/2020,7,17,33,2,0,0
Stanislaus,3/13/2020,2,24,27,-1,0,0
Stanislaus,3/14/2020,-5,19,-2,-3,-1,3
Stanislaus,3/15/2020,-11,18,-36,-7,-7,4
Stanislaus,3/16/2020,-4,31,-30,-15,-9,6
Stanislaus,3/17/2020,-10,22,-13,-6,-16,8
Stanislaus,3/18/2020,-15,14,-6,-14,-20,9
Stanislaus,3/19/2020,-19,12,0,-12,-28,11
Stanislaus,3/20/2020,-33,1,3,-19,-32,14
Stanislaus,3/21/2020,-44,-12,-19,-26,-24,12
Stanislaus,3/22/2020,-43,-17,6,-22,-26,10
Stanislaus,3/23/2020,-37,-18,-21,-27,-37,15
Stanislaus,3/24/2020,-35,-14,-11,-24,-39,16
Stanislaus,3/25/2020,-38,-19,-29,-28,-40,17
Stanislaus,3/26/2020,-35,-15,-19,-24,-40,16
Stanislaus,3/27/2020,-39,-14,-4,-30,-39,18
Stanislaus,3/28/2020,-45,-17,-39,-34,-28,14
Stanislaus,3/29/2020,-44,-19,-12,-28,-29,11
Stanislaus,3/30/2020,-34,-16,0,-25,-38,15
Stanislaus,3/31/2020,-33,-13,-8,-26,-40,16
Stanislaus,4/1/2020,-30,-7,-11,-27,-40,15
Stanislaus,4/2/2020,-33,-9,-21,-26,-41,16
Stanislaus,4/3/2020,-36,-5,-13,-31,-40,17
Stanislaus,4/4/2020,-45,-11,-37,-35,-29,14
Stanislaus,4/5/2020,-53,-25,-62,-41,-35,13
Stanislaus,4/6/2020,-37,-13,-34,-34,-41,17
Stanislaus,4/7/2020,-36,-12,-19,-29,-42,17
Stanislaus,4/8/2020,-36,-15,-18,-30,-42,17
Stanislaus,4/9/2020,-37,-13,-31,-28,-43,18
Stanislaus,4/10/2020,-39,-9,-13,-31,-47,19
Stanislaus,4/11/2020,-42,-4,-15,-27,-32,13
Stanislaus,4/12/2020,-58,-17,-22,-28,-35,11
Stanislaus,4/13/2020,-34,-15,-3,-30,-41,16
Stanislaus,4/14/2020,-32,-10,-7,-26,-41,16
Stanislaus,4/15/2020,-32,-5,-4,-26,-41,15
Stanislaus,4/16/2020,-41,-6,-12,-22,-41,16
Stanislaus,4/17/2020,-46,-7,-12,-28,-40,17
Stanislaus,4/18/2020,-49,-6,-17,-25,-25,12
Stanislaus,4/19/2020,-48,-7,-5,-19,-27,9
Stanislaus,4/20/2020,-41,-9,-11,-22,-38,15
Stanislaus,4/21/2020,-40,-5,-3,-24,-40,15
Stanislaus,4/22/2020,-40,-6,-5,-23,-40,15
Stanislaus,4/23/2020,-41,-5,-9,-19,-40,16
Stanislaus,4/24/2020,-44,-5,9,-23,-39,16
Stanislaus,4/25/2020,-47,-3,4,-16,-25,11
Stanislaus,4/26/2020,-45,-4,8,-16,-26,9
Stanislaus,4/27/2020,-37,-5,18,-19,-37,14
Stanislaus,4/28/2020,-37,-2,9,-16,-39,7
Stanislaus,4/29/2020,-35,-3,6,-22,-39,14
Stanislaus,4/30/2020,-32,-1,7,-21,-39,14
Stanislaus,5/1/2020,-35,3,15,-22,-37,15
Stanislaus,5/2/2020,-38,3,12,-14,-20,9
Stanislaus,5/3/2020,-37,3,22,-10,-22,7
Stanislaus,5/4/2020,-30,2,28,-17,-35,12
Stanislaus,5/5/2020,-31,6,8,-18,-36,13
Stanislaus,5/6/2020,-33,1,12,-18,-37,13
Stanislaus,5/7/2020,-33,4,10,-16,-37,13
Stanislaus,5/8/2020,-36,5,20,-19,-35,14
Stanislaus,5/9/2020,-36,18,16,-12,-20,7
Stanislaus,5/10/2020,-36,22,15,-1,-17,4
Stanislaus,5/11/2020,-32,-3,23,-16,-33,11
Stanislaus,5/12/2020,-32,1,8,-12,-34,12
Stanislaus,5/13/2020,-31,-1,18,-16,-34,12
Stanislaus,5/14/2020,-31,0,10,-12,-34,12
Stanislaus,5/15/2020,-34,1,32,-15,-33,12
Stanislaus,5/16/2020,-37,3,31,-9,-16,7
Stanislaus,5/17/2020,-36,-3,7,-9,-18,7
Stanislaus,5/18/2020,-30,-2,0,-15,-32,12
Stanislaus,5/19/2020,-28,2,17,-12,-32,11
Stanislaus,5/20/2020,-26,3,32,-12,-33,11
Stanislaus,5/21/2020,-25,3,22,-7,-33,11
Stanislaus,5/22/2020,-28,5,34,-10,-33,11
Stanislaus,5/23/2020,-30,8,32,-6,-15,6
Stanislaus,5/24/2020,-28,7,53,0,-18,4
Stanislaus,5/25/2020,-28,2,53,-22,-64,17
Stanislaus,5/26/2020,-25,2,9,-9,-31,10
Stanislaus,5/27/2020,-23,2,5,-11,-31,10
Stanislaus,5/28/2020,-21,3,7,-11,-32,10
Stanislaus,5/29/2020,-25,4,32,-12,-29,10
Sutter,2/15/2020,2,3,,,-3,0
Sutter,2/16/2020,10,2,,,-2,-1
Sutter,2/17/2020,11,5,,,-40,8
Sutter,2/18/2020,2,5,,,-2,-1
Sutter,2/19/2020,6,2,,,-2,0
Sutter,2/20/2020,4,2,,,-2,0
Sutter,2/21/2020,3,4,,,-2,-1
Sutter,2/22/2020,7,4,,,-3,-1
Sutter,2/23/2020,12,2,,,-1,-1
Sutter,2/24/2020,3,2,,,1,0
Sutter,2/25/2020,5,6,,,1,-1
Sutter,2/26/2020,16,6,,,0,-1
Sutter,2/27/2020,11,6,,,-1,-1
Sutter,2/28/2020,11,10,,,-1,-2
Sutter,2/29/2020,13,11,,,0,-1
Sutter,3/1/2020,18,12,,,-1,-1
Sutter,3/2/2020,13,14,,,1,-1
Sutter,3/3/2020,18,16,,,2,-2
Sutter,3/4/2020,15,12,,,1,-1
Sutter,3/5/2020,13,16,,,0,-1
Sutter,3/6/2020,3,12,,,0,-2
Sutter,3/7/2020,9,15,-16,,-1,1
Sutter,3/8/2020,13,7,,,0,0
Sutter,3/9/2020,8,16,,,0,-1
Sutter,3/10/2020,7,12,,,1,-2
Sutter,3/11/2020,10,11,,,-1,-1
Sutter,3/12/2020,7,20,,,-1,-1
Sutter,3/13/2020,0,29,,,-1,-1
Sutter,3/14/2020,-3,30,-37,,-5,4
Sutter,3/15/2020,-8,11,,,-6,4
Sutter,3/16/2020,2,39,,,-9,4
Sutter,3/17/2020,-13,17,,,-22,7
Sutter,3/18/2020,-15,19,,,-27,10
Sutter,3/19/2020,-17,18,,,-30,9
Sutter,3/20/2020,-36,-3,,-19,-35,13
Sutter,3/21/2020,-39,-8,,-25,-24,9
Sutter,3/22/2020,-41,-20,,,-30,
Sutter,3/23/2020,-37,-14,,,-38,13
Sutter,3/24/2020,-40,-13,,,-40,16
Sutter,3/25/2020,-36,-12,,-26,-41,15
Sutter,3/26/2020,-37,-13,,,-43,15
Sutter,3/27/2020,-42,-14,,-33,-43,16
Sutter,3/28/2020,-45,-17,-28,-43,-33,13
Sutter,3/29/2020,-41,-18,,,-34,
Sutter,3/30/2020,-34,-16,,-28,-42,14
Sutter,3/31/2020,-34,-10,,,-45,14
Sutter,4/1/2020,-28,-8,,,-44,14
Sutter,4/2/2020,-32,-6,,-31,-47,15
Sutter,4/3/2020,-33,-2,,-21,-44,15
Sutter,4/4/2020,-45,-13,-47,-50,-37,15
Sutter,4/5/2020,-47,-21,,,-43,
Sutter,4/6/2020,-31,-5,,,-44,15
Sutter,4/7/2020,-36,-11,,,-45,15
Sutter,4/8/2020,-36,-10,,,-44,16
Sutter,4/9/2020,-36,-5,,-26,-46,16
Sutter,4/10/2020,-37,-9,,-21,-45,16
Sutter,4/11/2020,-37,-4,-19,-20,-37,12
Sutter,4/12/2020,-54,-33,,,-39,
Sutter,4/13/2020,-30,-14,,-22,-41,13
Sutter,4/14/2020,-28,-8,,-5,-43,13
Sutter,4/15/2020,-20,-5,,-13,-41,13
Sutter,4/16/2020,-28,-7,,-21,-42,14
Sutter,4/17/2020,-33,-8,,-5,-41,15
Sutter,4/18/2020,-31,-7,-10,2,-27,10
Sutter,4/19/2020,-29,-11,,,-30,
Sutter,4/20/2020,-30,-9,,-21,-40,13
Sutter,4/21/2020,-29,-5,,-8,-40,12
Sutter,4/22/2020,-29,-8,,-19,-40,13
Sutter,4/23/2020,-30,-4,,-7,-41,13
Sutter,4/24/2020,-32,-7,,-7,-42,14
Sutter,4/25/2020,-32,-6,,-16,-28,9
Sutter,4/26/2020,-26,-11,,,-30,
Sutter,4/27/2020,-23,-6,,-20,-38,12
Sutter,4/28/2020,-24,-2,,-3,-39,4
Sutter,4/29/2020,-21,-5,,-14,-39,12
Sutter,4/30/2020,-17,-2,,-15,-40,12
Sutter,5/1/2020,-22,2,,-1,-38,11
Sutter,5/2/2020,-22,0,,-15,-25,7
Sutter,5/3/2020,-17,-1,,,-26,
Sutter,5/4/2020,-11,2,,-2,-35,9
Sutter,5/5/2020,-12,8,,-2,-34,9
Sutter,5/6/2020,-11,-1,,-3,-35,10
Sutter,5/7/2020,-13,4,,3,-36,10
Sutter,5/8/2020,-16,7,,-4,-35,10
Sutter,5/9/2020,-11,18,,,-21,5
Sutter,5/10/2020,-10,17,,,-21,3
Sutter,5/11/2020,-16,-2,,-18,-35,10
Sutter,5/12/2020,-14,2,,-10,-34,11
Sutter,5/13/2020,-13,-2,,-23,-36,11
Sutter,5/14/2020,-12,0,,-26,-36,10
Sutter,5/15/2020,-16,2,,1,-34,9
Sutter,5/16/2020,-13,4,,,-20,6
Sutter,5/17/2020,-9,-1,,,-21,7
Sutter,5/18/2020,-8,0,,-13,-34,12
Sutter,5/19/2020,-8,4,,-2,-33,9
Sutter,5/20/2020,-6,3,,5,-32,9
Sutter,5/21/2020,-8,4,,-13,-34,8
Sutter,5/22/2020,-12,5,,-7,-34,8
Sutter,5/23/2020,-11,5,,,-19,4
Sutter,5/24/2020,-8,3,,,-21,3
Sutter,5/25/2020,-13,-3,,-26,-65,15
Sutter,5/26/2020,-10,5,,-4,-32,8
Sutter,5/27/2020,-5,4,,-7,-31,8
Sutter,5/28/2020,-3,6,,-8,-32,8
Sutter,5/29/2020,-12,3,,3,-30,8
Tehama,2/15/2020,5,10,42,-1,-3,-1
Tehama,2/16/2020,10,9,,4,-2,
Tehama,2/17/2020,5,1,,10,-36,7
Tehama,2/18/2020,3,8,,-1,-15,2
Tehama,2/19/2020,4,4,,3,-14,1
Tehama,2/20/2020,3,1,,8,-17,2
Tehama,2/21/2020,-1,-1,-2,6,-17,3
Tehama,2/22/2020,4,6,5,-3,-4,-1
Tehama,2/23/2020,4,7,,9,-6,
Tehama,2/24/2020,4,3,,3,2,0
Tehama,2/25/2020,9,9,,2,1,0
Tehama,2/26/2020,13,17,,4,2,-2
Tehama,2/27/2020,11,9,,7,1,-1
Tehama,2/28/2020,11,11,12,10,2,-1
Tehama,2/29/2020,10,14,2,1,5,-2
Tehama,3/1/2020,14,12,,9,-1,
Tehama,3/2/2020,14,14,,3,1,-1
Tehama,3/3/2020,15,26,,7,1,-2
Tehama,3/4/2020,12,13,,4,1,-1
Tehama,3/5/2020,11,12,,3,0,-1
Tehama,3/6/2020,7,8,8,6,0,-1
Tehama,3/7/2020,-1,6,-20,-10,-3,0
Tehama,3/8/2020,7,12,,8,-2,
Tehama,3/9/2020,10,14,,6,0,-1
Tehama,3/10/2020,9,17,,5,1,-1
Tehama,3/11/2020,6,11,,6,-1,-1
Tehama,3/12/2020,4,19,,3,0,-1
Tehama,3/13/2020,2,15,8,3,-1,0
Tehama,3/14/2020,-3,14,-2,-8,-2,2
Tehama,3/15/2020,4,19,0,7,-7,
Tehama,3/16/2020,3,24,,3,-19,4
Tehama,3/17/2020,-13,6,-31,0,-23,9
Tehama,3/18/2020,-13,17,,7,-23,8
Tehama,3/19/2020,-10,24,,8,-26,7
Tehama,3/20/2020,-26,8,-10,0,-31,12
Tehama,3/21/2020,-31,1,-8,-13,-15,
Tehama,3/22/2020,-25,0,,-5,-26,
Tehama,3/23/2020,-23,-4,,-10,-31,12
Tehama,3/24/2020,-32,-9,-26,-12,-35,14
Tehama,3/25/2020,-28,-3,,-9,-34,13
Tehama,3/26/2020,-29,-9,,-8,-35,12
Tehama,3/27/2020,-34,-9,-12,-14,-36,15
Tehama,3/28/2020,-36,-2,-43,-24,-24,
Tehama,3/29/2020,-34,-9,-9,-22,-27,
Tehama,3/30/2020,-26,-6,,-10,-35,12
Tehama,3/31/2020,-24,-3,,-10,-36,12
Tehama,4/1/2020,-20,8,,-4,-35,11
Tehama,4/2/2020,-25,1,,-7,-37,11
Tehama,4/3/2020,-24,5,0,-14,-37,13
Tehama,4/4/2020,-35,-4,-60,-28,-29,
Tehama,4/5/2020,-39,-5,-31,-27,-31,
Tehama,4/6/2020,-26,1,,-18,-34,12
Tehama,4/7/2020,-25,-10,,-16,-36,12
Tehama,4/8/2020,-26,0,,-12,-36,12
Tehama,4/9/2020,-29,-3,-7,-15,-38,13
Tehama,4/10/2020,-29,-2,-4,-20,-39,14
Tehama,4/11/2020,-27,11,-5,-28,-24,
Tehama,4/12/2020,-32,-8,,-29,-31,
Tehama,4/13/2020,-21,-6,,-19,-34,11
Tehama,4/14/2020,-21,-4,,-18,-36,11
Tehama,4/15/2020,-20,10,,-10,-36,10
Tehama,4/16/2020,-32,4,-3,-11,-36,11
Tehama,4/17/2020,-37,6,-1,-17,-35,13
Tehama,4/18/2020,-33,10,-18,-21,-17,
Tehama,4/19/2020,-32,8,,-30,-26,
Tehama,4/20/2020,-30,7,,-14,-33,11
Tehama,4/21/2020,-34,6,,-16,-32,11
Tehama,4/22/2020,-34,8,,-14,-35,11
Tehama,4/23/2020,-33,4,,-21,-35,11
Tehama,4/24/2020,-36,3,3,-22,-33,12
Tehama,4/25/2020,-37,10,-13,-19,-20,
Tehama,4/26/2020,-32,17,,-19,-25,
Tehama,4/27/2020,-30,12,,-16,-31,10
Tehama,4/28/2020,-30,18,,-11,-32,3
Tehama,4/29/2020,-29,11,,-12,-32,10
Tehama,4/30/2020,-27,11,,-9,-35,10
Tehama,5/1/2020,-26,17,10,-4,-31,10
Tehama,5/2/2020,-27,21,-5,-19,-15,
Tehama,5/3/2020,-24,16,,-6,-17,
Tehama,5/4/2020,-22,22,,-2,-31,9
Tehama,5/5/2020,-27,22,,-11,-30,9
Tehama,5/6/2020,-26,21,,-6,-30,9
Tehama,5/7/2020,-27,14,,-7,-31,8
Tehama,5/8/2020,-35,16,12,-10,-31,10
Tehama,5/9/2020,-32,41,5,-18,-14,
Tehama,5/10/2020,-23,40,,-6,-12,
Tehama,5/11/2020,-27,8,,4,-29,9
Tehama,5/12/2020,-33,11,,-4,-29,9
Tehama,5/13/2020,-29,18,,-10,-30,10
Tehama,5/14/2020,-29,10,,-10,-30,9
Tehama,5/15/2020,-32,14,17,-2,-29,9
Tehama,5/16/2020,-30,15,-18,-11,-10,5
Tehama,5/17/2020,-22,14,,-2,-16,
Tehama,5/18/2020,-26,4,,0,-29,11
Tehama,5/19/2020,-24,19,,0,-27,8
Tehama,5/20/2020,-24,19,,2,-26,8
Tehama,5/21/2020,-21,15,,7,-27,7
Tehama,5/22/2020,-26,20,3,10,-30,8
Tehama,5/23/2020,-26,24,14,-7,-12,3
Tehama,5/24/2020,-16,22,,6,-14,
Tehama,5/25/2020,-21,13,,11,-62,13
Tehama,5/26/2020,-20,18,,-13,-26,7
Tehama,5/27/2020,-22,17,,6,-24,7
Tehama,5/28/2020,-23,16,,1,-26,7
Tehama,5/29/2020,-25,11,6,-4,-25,8
Trinity,2/15/2020,-5,10,,,,
Trinity,2/16/2020,2,19,,,,
Trinity,2/17/2020,-9,2,,,-33,
Trinity,2/18/2020,9,17,,,-7,
Trinity,2/19/2020,10,27,,,-5,
Trinity,2/20/2020,3,-14,,,-8,
Trinity,2/21/2020,23,-13,,,-10,
Trinity,2/22/2020,18,18,,,,
Trinity,2/23/2020,-9,22,,,,
Trinity,2/24/2020,10,5,,,1,
Trinity,2/25/2020,6,-10,,,1,
Trinity,2/26/2020,0,25,,,2,
Trinity,2/27/2020,12,-8,,,-1,
Trinity,2/28/2020,13,15,,,-1,
Trinity,2/29/2020,14,19,,,,
Trinity,3/1/2020,,15,,,,
Trinity,3/2/2020,3,30,,,0,
Trinity,3/3/2020,44,4,,,5,
Trinity,3/4/2020,3,3,,,3,
Trinity,3/5/2020,11,9,,,2,
Trinity,3/6/2020,10,8,,,2,
Trinity,3/7/2020,4,6,,,,
Trinity,3/8/2020,-11,9,,,,
Trinity,3/9/2020,9,23,,,2,
Trinity,3/10/2020,-2,17,,,6,
Trinity,3/11/2020,12,29,,,3,
Trinity,3/12/2020,-3,-8,,,0,
Trinity,3/13/2020,17,25,,,4,
Trinity,3/14/2020,-12,11,,,,
Trinity,3/15/2020,-15,7,,,,
Trinity,3/16/2020,-5,36,,,-4,
Trinity,3/17/2020,-20,-9,,,-17,
Trinity,3/18/2020,-7,26,,,-17,
Trinity,3/19/2020,-3,18,,,-21,
Trinity,3/20/2020,-7,0,,,-29,
Trinity,3/21/2020,-26,3,,,,
Trinity,3/22/2020,-21,6,,,,
Trinity,3/23/2020,-14,18,,,-27,
Trinity,3/24/2020,-23,-21,,,-32,
Trinity,3/25/2020,-36,-16,,,-34,
Trinity,3/26/2020,-29,-12,,,-37,
Trinity,3/27/2020,-20,-11,,,-28,
Trinity,3/28/2020,-42,-15,,,,
Trinity,3/29/2020,-65,-20,,,,
Trinity,3/30/2020,-26,-11,,,-34,
Trinity,3/31/2020,-25,-19,,,-36,
Trinity,4/1/2020,-17,-4,,,-33,
Trinity,4/2/2020,-23,-16,,,-30,
Trinity,4/3/2020,-14,-18,,,-32,
Trinity,4/4/2020,-39,-15,,,,
Trinity,4/5/2020,,0,,,,
Trinity,4/6/2020,,,,,-39,
Trinity,4/7/2020,,,,,-33,
Trinity,4/8/2020,,,,,-41,
Trinity,4/9/2020,,,,,-40,
Trinity,4/10/2020,,,,,-35,
Trinity,4/13/2020,,,,,-30,
Trinity,4/14/2020,,,,,-33,
Trinity,4/15/2020,,,,,-35,
Trinity,4/16/2020,,,,,-32,
Trinity,4/17/2020,,,,,-28,
Trinity,4/20/2020,,,,,-34,
Trinity,4/21/2020,,,,,-30,
Trinity,4/22/2020,,,,,-34,
Trinity,4/23/2020,,,,,-33,
Trinity,4/24/2020,,,,,-32,
Trinity,4/27/2020,,,,,-32,
Trinity,4/28/2020,,,,,-31,
Trinity,4/29/2020,,,,,-30,
Trinity,4/30/2020,,,,,-28,
Trinity,5/1/2020,,,,,-33,
Trinity,5/4/2020,,,,,-25,
Trinity,5/5/2020,,,,,-24,
Trinity,5/6/2020,,,,,-25,
Trinity,5/7/2020,,,,,-27,
Trinity,5/8/2020,,,,,-28,
Trinity,5/11/2020,,,,,-22,
Trinity,5/12/2020,,,,,-25,
Trinity,5/13/2020,,,,,-25,
Trinity,5/14/2020,,,,,-26,
Trinity,5/15/2020,,,,,-28,
Trinity,5/18/2020,,,,,-23,
Trinity,5/19/2020,,,,,-25,
Trinity,5/20/2020,,,,,-24,
Trinity,5/21/2020,,,,,-27,
Trinity,5/22/2020,,,,,-21,
Trinity,5/25/2020,,,,,-55,
Trinity,5/26/2020,,,,,-19,
Trinity,5/27/2020,,,,,-20,
Trinity,5/28/2020,,,,,-19,
Trinity,5/29/2020,,,,,-14,
Tulare,2/15/2020,1,1,22,15,-3,0
Tulare,2/16/2020,6,2,63,13,0,-1
Tulare,2/17/2020,3,0,61,2,-36,7
Tulare,2/18/2020,2,3,16,6,1,0
Tulare,2/19/2020,2,1,16,7,0,1
Tulare,2/20/2020,2,5,28,12,1,0
Tulare,2/21/2020,-2,-2,23,8,2,-1
Tulare,2/22/2020,1,0,-4,-6,0,1
Tulare,2/23/2020,5,4,39,12,1,-1
Tulare,2/24/2020,2,-1,31,5,4,0
Tulare,2/25/2020,6,1,28,12,2,0
Tulare,2/26/2020,12,3,32,12,1,-1
Tulare,2/27/2020,8,6,37,15,2,-1
Tulare,2/28/2020,5,4,28,18,1,-2
Tulare,2/29/2020,9,7,43,24,0,-2
Tulare,3/1/2020,13,8,37,15,0,-2
Tulare,3/2/2020,12,9,35,10,4,-1
Tulare,3/3/2020,18,14,35,14,1,-2
Tulare,3/4/2020,14,10,39,11,1,-1
Tulare,3/5/2020,10,12,40,13,1,-1
Tulare,3/6/2020,5,7,45,16,1,-2
Tulare,3/7/2020,7,7,50,16,2,-2
Tulare,3/8/2020,9,10,44,16,0,-2
Tulare,3/9/2020,6,9,40,8,4,-1
Tulare,3/10/2020,5,6,12,6,0,1
Tulare,3/11/2020,12,11,36,5,0,1
Tulare,3/12/2020,6,29,24,7,0,0
Tulare,3/13/2020,2,31,15,4,-3,0
Tulare,3/14/2020,-3,28,-1,-6,-3,1
Tulare,3/15/2020,-7,22,12,0,-4,2
Tulare,3/16/2020,-8,14,-29,-12,-17,9
Tulare,3/17/2020,-7,21,1,-1,-21,8
Tulare,3/18/2020,-13,18,-2,-3,-27,8
Tulare,3/19/2020,-23,15,-20,-10,-29,11
Tulare,3/20/2020,-34,6,-8,-13,-32,12
Tulare,3/21/2020,-40,-5,-33,-28,-18,10
Tulare,3/22/2020,-42,-8,-10,-25,-22,9
Tulare,3/23/2020,-29,-8,-4,-17,-34,15
Tulare,3/24/2020,-33,-10,-24,-21,-38,15
Tulare,3/25/2020,-33,-13,-33,-22,-39,16
Tulare,3/26/2020,-33,-7,-18,-14,-39,15
Tulare,3/27/2020,-36,-9,-13,-20,-37,15
Tulare,3/28/2020,-38,-10,-32,-30,-24,11
Tulare,3/29/2020,-39,-13,-27,-28,-25,11
Tulare,3/30/2020,-29,-13,-3,-19,-36,13
Tulare,3/31/2020,-26,-10,-6,-15,-39,14
Tulare,4/1/2020,-24,-5,-13,-15,-38,13
Tulare,4/2/2020,-28,1,-11,-15,-39,14
Tulare,4/3/2020,-31,0,-18,-20,-38,14
Tulare,4/4/2020,-36,0,-33,-30,-23,10
Tulare,4/5/2020,-41,-12,-50,-33,-29,11
Tulare,4/6/2020,-30,-7,-37,-25,-40,17
Tulare,4/7/2020,-32,-10,-32,-22,-41,16
Tulare,4/8/2020,-36,-14,-48,-29,-44,18
Tulare,4/9/2020,-34,-6,-35,-22,-43,18
Tulare,4/10/2020,-36,-7,-28,-26,-45,17
Tulare,4/11/2020,-36,-2,-47,-32,-29,12
Tulare,4/12/2020,-53,-13,-46,-29,-30,10
Tulare,4/13/2020,-32,-14,-25,-19,-39,14
Tulare,4/14/2020,-27,-8,-20,-18,-39,14
Tulare,4/15/2020,-28,-6,-22,-15,-39,13
Tulare,4/16/2020,-40,-4,-15,-13,-39,13
Tulare,4/17/2020,-45,-11,-35,-22,-38,15
Tulare,4/18/2020,-45,-8,-52,-35,-24,13
Tulare,4/19/2020,-43,-8,-24,-21,-22,9
Tulare,4/20/2020,-39,-8,-19,-17,-37,13
Tulare,4/21/2020,-39,-5,-21,-15,-39,13
Tulare,4/22/2020,-38,-4,-18,-12,-39,13
Tulare,4/23/2020,-41,-1,-13,-9,-38,13
Tulare,4/24/2020,-44,-5,-17,-15,-38,13
Tulare,4/25/2020,-42,-1,-29,-24,-21,9
Tulare,4/26/2020,-41,-2,-23,-21,-22,8
Tulare,4/27/2020,-34,-2,-10,-11,-35,11
Tulare,4/28/2020,-35,-2,-16,-11,-37,5
Tulare,4/29/2020,-33,-2,-22,-12,-38,12
Tulare,4/30/2020,-32,4,-14,-8,-38,11
Tulare,5/1/2020,-34,4,-13,-5,-37,11
Tulare,5/2/2020,-35,7,-25,-17,-19,7
Tulare,5/3/2020,-32,8,-11,-12,-19,6
Tulare,5/4/2020,-28,5,-3,-6,-34,9
